id (0),miles remaining (1),idle hours remaining (2),current (retrofit 0),current (retrofit 1),current (retrofit 2),current (retrofit 3),current (retrofit 4),retrofit 0->0,retrofit 0->1,retrofit 0->2,retrofit 0->3,retrofit 0->4,retrofit 1->0,retrofit 1->1,retrofit 1->2,retrofit 1->3,retrofit 1->4,retrofit 2->0,retrofit 2->1,retrofit 2->2,retrofit 2->3,retrofit 2->4,retrofit 3->0,retrofit 3->1,retrofit 3->2,retrofit 3->3,retrofit 3->4,retrofit 4->0,retrofit 4->1,retrofit 4->2,retrofit 4->3,retrofit 4->4,retrofit 0->0,retrofit 0->1,retrofit 0->2,retrofit 0->3,retrofit 0->4,retrofit 1->0,retrofit 1->1,retrofit 1->2,retrofit 1->3,retrofit 1->4,retrofit 2->0,retrofit 2->1,retrofit 2->2,retrofit 2->3,retrofit 2->4,retrofit 3->0,retrofit 3->1,retrofit 3->2,retrofit 3->3,retrofit 3->4,retrofit 4->0,retrofit 4->1,retrofit 4->2,retrofit 4->3,retrofit 4->4,retrofit 0->0,retrofit 0->1,retrofit 0->2,retrofit 0->3,retrofit 0->4,retrofit 1->0,retrofit 1->1,retrofit 1->2,retrofit 1->3,retrofit 1->4,retrofit 2->0,retrofit 2->1,retrofit 2->2,retrofit 2->3,retrofit 2->4,retrofit 3->0,retrofit 3->1,retrofit 3->2,retrofit 3->3,retrofit 3->4,retrofit 4->0,retrofit 4->1,retrofit 4->2,retrofit 4->3,retrofit 4->4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
24,50437.22997,241.0472305,1,1,0,0,0,0,1000,8000,16000,306.6635,40,0,8000,16000,306.6635,60,1000,0,16000,306.6635,80,1000,8000,0,306.6635,0,1000,8000,16000,0,0,1000,8000,16000,81345.75857,40,0,8000,16000,81345.75857,60,1000,0,16000,81345.75857,80,1000,8000,0,81345.75857,0,1000,8000,16000,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.664,13.668,1.302,2.3192,3.9984,13.668,0.651,0.2899,0.9996,13.668,0.0651,0.2899,0.9996,13.668,0.0651,0.0221,0.355,3.632,0.285,4.9404,73.89,56.0675,10.0775,3.95232,44.334,56.0675,5.03875,0.49404,11.0835,56.0675,0.503875,0.49404,11.0835,56.0675,0.503875,0.9237,2.5175,14.9,2.2075
25,44939.44693,214.7724851,4,4,0,0,0,0,1000,8000,16000,91.25341,40,0,8000,16000,91.25341,60,1000,0,16000,91.25341,80,1000,8000,0,91.25341,0,1000,8000,16000,0,0,1000,8000,16000,81345.75857,40,0,8000,16000,81345.75857,60,1000,0,16000,81345.75857,80,1000,8000,0,81345.75857,0,1000,8000,16000,0,4,4,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.713,13.668,1.302,2.3192,4.0278,13.668,0.651,0.2899,1.00695,13.668,0.0651,0.2899,1.00695,13.668,0.0651,0.0221,0.355,3.632,0.285,4.9404,74.425,56.0675,10.0775,3.95232,44.655,56.0675,5.03875,0.49404,11.16375,56.0675,0.503875,0.49404,11.16375,56.0675,0.503875,0.9237,2.5175,14.9,2.2075
26,181466.262,867.255,3,0,0,0,0,0,1000,8000,16000,58999.42,40,0,8000,16000,58999.42,60,1000,0,16000,58999.42,80,1000,8000,0,58999.42,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0.355,3.632,0.285,0.01768,0.213,3.632,0.1425,0.00221,0.05325,3.632,0.01425,0.00221,0.05325,3.632,0.01425,0.0221,0.355,3.632,0.285,0.9237,2.5175,14.9,2.2075,0.73896,1.5105,14.9,1.10375,0.09237,0.377625,14.9,0.110375,0.09237,0.377625,14.9,0.110375,0.9237,2.5175,14.9,2.2075
27,171527.262,819.755,6,0,0,0,0,0,1000,8000,16000,49961.36,40,0,8000,16000,49961.36,60,1000,0,16000,49961.36,80,1000,8000,0,49961.36,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0.227,3.635,0.285,0.01768,0.1362,3.635,0.1425,0.00221,0.03405,3.635,0.01425,0.00221,0.03405,3.635,0.01425,0.0221,0.355,3.632,0.285,0.9237,2.5175,14.91,2.2075,0.73896,1.5105,14.91,1.10375,0.09237,0.377625,14.91,0.110375,0.09237,0.377625,14.91,0.110375,0.9237,2.5175,14.9,2.2075
28,161588.262,772.255,5,0,0,0,0,0,1000,8000,16000,42291.6,40,0,8000,16000,42291.6,60,1000,0,16000,42291.6,80,1000,8000,0,42291.6,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,5,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.898,6.702,0.0369,0.11224,1.1388,6.702,0.01845,0.01403,0.2847,6.702,0.001845,0.01403,0.2847,6.702,0.001845,0.0221,0.355,3.632,0.285,0.9237,21.04,27.495,2.855,0.73896,12.624,27.495,1.4275,0.09237,3.156,27.495,0.14275,0.09237,3.156,27.495,0.14275,0.9237,2.5175,14.9,2.2075
29,151649.262,724.755,5,0,0,0,0,0,1000,8000,16000,35782.98,40,0,8000,16000,35782.98,60,1000,0,16000,35782.98,80,1000,8000,0,35782.98,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,5,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.917,6.706,0.371,0.11224,1.1502,6.706,0.1855,0.01403,0.28755,6.706,0.01855,0.01403,0.28755,6.706,0.01855,0.0221,0.355,3.632,0.285,0.9237,21.2575,27.5075,2.8725,0.73896,12.7545,27.5075,1.43625,0.09237,3.188625,27.5075,0.143625,0.09237,3.188625,27.5075,0.143625,0.9237,2.5175,14.9,2.2075
30,146518.8359,700.2359094,4,0,0,0,0,0,1000,8000,16000,30259.72,40,0,8000,16000,30259.72,60,1000,0,16000,30259.72,80,1000,8000,0,30259.72,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.937,6.709,0.373,0.11224,1.1622,6.709,0.1865,0.01403,0.29055,6.709,0.01865,0.01403,0.29055,6.709,0.01865,0.0221,0.355,3.632,0.285,0.9237,21.4725,27.52,2.89,0.73896,12.8835,27.52,1.445,0.09237,3.220875,27.52,0.1445,0.09237,3.220875,27.52,0.1445,0.9237,2.5175,14.9,2.2075
31,136761.4623,653.6039297,4,0,0,0,0,0,1000,8000,16000,25572.65,40,0,8000,16000,25572.65,60,1000,0,16000,25572.65,80,1000,8000,0,25572.65,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.956,9.275,0.658,0.11224,1.1736,9.275,0.329,0.01403,0.2934,9.275,0.0329,0.01403,0.2934,9.275,0.0329,0.0221,0.355,3.632,0.285,0.9237,21.69,41.79,5.095,0.73896,13.014,41.79,2.5475,0.09237,3.2535,41.79,0.25475,0.09237,3.2535,41.79,0.25475,0.9237,2.5175,14.9,2.2075
32,133276.1711,636.9471906,4,0,0,0,0,0,1000,8000,16000,21595.16,40,0,8000,16000,21595.16,60,1000,0,16000,21595.16,80,1000,8000,0,21595.16,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.976,11.119,0.661,0.11224,1.1856,11.119,0.3305,0.01403,0.2964,11.119,0.03305,0.01403,0.2964,11.119,0.03305,0.0221,0.355,3.632,0.285,0.9237,21.9075,46.5475,5.11,0.73896,13.1445,46.5475,2.555,0.09237,3.286125,46.5475,0.2555,0.09237,3.286125,46.5475,0.2555,0.9237,2.5175,14.9,2.2075
33,127309.7122,608.4325715,4,0,0,0,0,0,1000,8000,16000,18219.83,40,0,8000,16000,18219.83,60,1000,0,16000,18219.83,80,1000,8000,0,18219.83,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.995,11.736,0.663,0.11224,1.197,11.736,0.3315,0.01403,0.29925,11.736,0.03315,0.01403,0.29925,11.736,0.03315,0.0221,0.355,3.632,0.285,0.9237,22.125,48.1425,5.1275,0.73896,13.275,48.1425,2.56375,0.09237,3.31875,48.1425,0.256375,0.09237,3.31875,48.1425,0.256375,0.9237,2.5175,14.9,2.2075
34,121580.3033,581.0508509,3,0,0,0,0,0,1000,8000,16000,15355.51,40,0,8000,16000,15355.51,60,1000,0,16000,15355.51,80,1000,8000,0,15355.51,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,2.015,11.739,0.665,0.11224,1.209,11.739,0.3325,0.01403,0.30225,11.739,0.03325,0.01403,0.30225,11.739,0.03325,0.0221,0.355,3.632,0.285,0.9237,22.3425,48.155,5.1425,0.73896,13.4055,48.155,2.57125,0.09237,3.351375,48.155,0.257125,0.09237,3.351375,48.155,0.257125,0.9237,2.5175,14.9,2.2075
35,116074.3755,554.7371805,3,0,0,0,0,0,1000,8000,16000,12924.82,40,0,8000,16000,12924.82,60,1000,0,16000,12924.82,80,1000,8000,0,12924.82,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,2.035,11.743,0.667,0.11224,1.221,11.743,0.3335,0.01403,0.30525,11.743,0.03335,0.01403,0.30525,11.743,0.03335,0.0221,0.355,3.632,0.285,0.9237,22.5575,48.17,5.16,0.73896,13.5345,48.17,2.58,0.09237,3.383625,48.17,0.258,0.09237,3.383625,48.17,0.258,0.9237,2.5175,14.9,2.2075
36,110931.8944,530.1604775,3,0,0,0,0,0,1000,8000,16000,10862.12,40,0,8000,16000,10862.12,60,1000,0,16000,10862.12,80,1000,8000,0,10862.12,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,2.054,11.746,0.669,0.11224,1.2324,11.746,0.3345,0.01403,0.3081,11.746,0.03345,0.01403,0.3081,11.746,0.03345,0.0221,0.355,3.632,0.285,0.9237,22.775,48.1825,5.175,0.73896,13.665,48.1825,2.5875,0.09237,3.41625,48.1825,0.25875,0.09237,3.41625,48.1825,0.25875,0.9237,2.5175,14.9,2.2075
37,105937.7542,506.2927178,3,0,0,0,0,0,1000,8000,16000,9111.699,40,0,8000,16000,9111.699,60,1000,0,16000,9111.699,80,1000,8000,0,9111.699,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,2.074,14.655,0.671,0.11224,1.2444,14.655,0.3355,0.01403,0.3111,14.655,0.03355,0.01403,0.3111,14.655,0.03355,0.0221,0.355,3.632,0.285,0.9237,22.9925,60.1175,5.1925,0.73896,13.7955,60.1175,2.59625,0.09237,3.448875,60.1175,0.259625,0.09237,3.448875,60.1175,0.259625,0.9237,2.5175,14.9,2.2075
38,101082.3385,483.0879444,3,0,0,0,0,0,1000,8000,16000,7626.279,40,0,8000,16000,7626.279,60,1000,0,16000,7626.279,80,1000,8000,0,7626.279,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1402,1.993,13.87,0.655,0.11216,1.1958,13.87,0.3275,0.01402,0.29895,13.87,0.03275,0.01402,0.29895,13.87,0.03275,0.0221,0.355,3.632,0.285,0.9237,22.1,56.895,5.07,0.73896,13.26,56.895,2.535,0.09237,3.315,56.895,0.2535,0.09237,3.315,56.895,0.2535,0.9237,2.5175,14.9,2.2075
39,96382.23107,460.6254126,2,0,0,0,0,0,1000,8000,16000,6365.74,40,0,8000,16000,6365.74,60,1000,0,16000,6365.74,80,1000,8000,0,6365.74,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2258,2.068,14.384,0.663,0.18064,1.2408,14.384,0.3315,0.02258,0.3102,14.384,0.03315,0.02258,0.3102,14.384,0.03315,0.0221,0.355,3.632,0.285,0.9237,22.925,59.0025,5.1275,0.73896,13.755,59.0025,2.56375,0.09237,3.43875,59.0025,0.256375,0.09237,3.43875,59.0025,0.256375,0.9237,2.5175,14.9,2.2075
40,91859.50473,439.0106122,2,0,0,0,0,0,1000,8000,16000,5296.039,40,0,8000,16000,5296.039,60,1000,0,16000,5296.039,80,1000,8000,0,5296.039,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2252,2.052,14.117,0.653,0.18016,1.2312,14.117,0.3265,0.02252,0.3078,14.117,0.03265,0.02252,0.3078,14.117,0.03265,0.0221,0.355,3.632,0.285,0.9237,22.7525,57.91,5.05,0.73896,13.6515,57.91,2.525,0.09237,3.412875,57.91,0.2525,0.09237,3.412875,57.91,0.2525,0.9237,2.5175,14.9,2.2075
41,87411.78647,417.7542869,2,0,0,0,0,0,1000,8000,16000,4388.282,40,0,8000,16000,4388.282,60,1000,0,16000,4388.282,80,1000,8000,0,4388.282,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9513,2.921,13.968,0.823,0.76104,1.7526,13.968,0.4115,0.09513,0.43815,13.968,0.04115,0.09513,0.43815,13.968,0.04115,0.0221,0.355,3.632,0.285,1.7112,32.39,57.3,6.3675,1.36896,19.434,57.3,3.18375,0.17112,4.8585,57.3,0.318375,0.17112,4.8585,57.3,0.318375,0.9237,2.5175,14.9,2.2075
42,83039.36479,396.8578154,2,0,0,0,0,0,1000,8000,16000,3617.953,40,0,8000,16000,3617.953,60,1000,0,16000,3617.953,80,1000,8000,0,3617.953,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9384,2.893,13.722,0.81,1.55072,1.7358,13.722,0.405,0.19384,0.43395,13.722,0.0405,0.19384,0.43395,13.722,0.0405,0.0221,0.355,3.632,0.285,1.7112,32.08,56.2875,6.25,1.36896,19.248,56.2875,3.125,0.17112,4.812,56.2875,0.3125,0.17112,4.812,56.2875,0.3125,0.9237,2.5175,14.9,2.2075
43,78624.21898,375.7571588,2,0,0,0,0,0,1000,8000,16000,2964.246,40,0,8000,16000,2964.246,60,1000,0,16000,2964.246,80,1000,8000,0,2964.246,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9259,2.843,13.436,0.795,1.54072,1.7058,13.436,0.3975,0.19259,0.42645,13.436,0.03975,0.19259,0.42645,13.436,0.03975,0.0221,0.355,3.632,0.285,1.7112,31.525,55.1175,6.15,1.36896,18.915,55.1175,3.075,0.17112,4.72875,55.1175,0.3075,0.17112,4.72875,55.1175,0.3075,0.9237,2.5175,14.9,2.2075
44,74281.80965,355.004121,2,0,0,0,0,0,1000,8000,16000,2409.506,40,0,8000,16000,2409.506,60,1000,0,16000,2409.506,80,1000,8000,0,2409.506,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5827,3.838,14.267,1.021,1.26616,2.3028,14.267,0.5105,0.15827,0.5757,14.267,0.05105,0.15827,0.5757,14.267,0.05105,0.0221,0.355,3.632,0.285,2.9201,42.5575,58.525,7.8975,2.33608,25.5345,58.525,3.94875,0.29201,6.383625,58.525,0.394875,0.29201,6.383625,58.525,0.394875,0.9237,2.5175,14.9,2.2075
45,69772.1856,333.4519384,2,0,0,0,0,0,1000,8000,16000,1938.749,40,0,8000,16000,1938.749,60,1000,0,16000,1938.749,80,1000,8000,0,1938.749,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0375,4.022,18.912,1.309,1.63,2.4132,18.912,0.6545,0.20375,0.6033,18.912,0.06545,0.20375,0.6033,18.912,0.06545,0.0221,0.355,3.632,0.285,2.9201,44.59,77.5775,10.1275,2.33608,26.754,77.5775,5.06375,0.29201,6.6885,77.5775,0.506375,0.29201,6.6885,77.5775,0.506375,0.9237,2.5175,14.9,2.2075
46,66912.03806,319.7828562,2,0,0,0,0,0,1000,8000,16000,1539.262,40,0,8000,16000,1539.262,60,1000,0,16000,1539.262,80,1000,8000,0,1539.262,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0387,4.041,18.855,1.307,1.63096,2.4246,18.855,0.6535,0.20387,0.60615,18.855,0.06535,0.20387,0.60615,18.855,0.06535,0.0221,0.355,3.632,0.285,2.9201,44.8075,77.345,10.11,2.33608,26.8845,77.345,5.055,0.29201,6.721125,77.345,0.5055,0.29201,6.721125,77.345,0.5055,0.9237,2.5175,14.9,2.2075
47,60464.94437,288.9712101,1,0,0,0,0,0,1000,8000,16000,1200.254,40,0,8000,16000,1200.254,60,1000,0,16000,1200.254,80,1000,8000,0,1200.254,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.355,13.668,1.136,2.3192,3.813,13.668,0.568,0.2899,0.95325,13.668,0.0568,0.2899,0.95325,13.668,0.0568,0.0221,0.355,3.632,0.285,4.9404,72.9925,56.0675,8.7875,3.95232,43.7955,56.0675,4.39375,0.49404,10.948875,56.0675,0.439375,0.49404,10.948875,56.0675,0.439375,0.9237,2.5175,14.9,2.2075
48,55655.91976,265.9881466,1,0,0,0,0,0,1000,8000,16000,912.569,40,0,8000,16000,912.569,60,1000,0,16000,912.569,80,1000,8000,0,912.569,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.632,13.668,1.136,2.3192,3.9792,13.668,0.568,0.2899,0.9948,13.668,0.0568,0.2899,0.9948,13.668,0.0568,0.0221,0.355,3.632,0.285,4.9404,73.535,56.0675,8.7875,3.95232,44.121,56.0675,4.39375,0.49404,11.03025,56.0675,0.439375,0.49404,11.03025,56.0675,0.439375,0.9237,2.5175,14.9,2.2075
49,50437.22997,241.0472305,1,0,0,0,0,0,1000,8000,16000,668.4377,40,0,8000,16000,668.4377,60,1000,0,16000,668.4377,80,1000,8000,0,668.4377,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.664,13.668,1.302,2.3192,3.9984,13.668,0.651,0.2899,0.9996,13.668,0.0651,0.2899,0.9996,13.668,0.0651,0.0221,0.355,3.632,0.285,4.9404,73.89,56.0675,10.0775,3.95232,44.334,56.0675,5.03875,0.49404,11.0835,56.0675,0.503875,0.49404,11.0835,56.0675,0.503875,0.9237,2.5175,14.9,2.2075
50,44939.44693,214.7724851,6,0,0,0,0,0,1000,8000,16000,461.2661,40,0,8000,16000,461.2661,60,1000,0,16000,461.2661,80,1000,8000,0,461.2661,0,1000,8000,16000,0,0,1000,8000,16000,58999.42263,40,0,8000,16000,58999.42263,60,1000,0,16000,58999.42263,80,1000,8000,0,58999.42263,0,1000,8000,16000,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,6.713,13.668,1.302,2.3192,4.0278,13.668,0.651,0.2899,1.00695,13.668,0.0651,0.2899,1.00695,13.668,0.0651,0.0221,0.355,3.632,0.285,4.9404,74.425,56.0675,10.0775,3.95232,44.655,56.0675,5.03875,0.49404,11.16375,56.0675,0.503875,0.49404,11.16375,56.0675,0.503875,0.9237,2.5175,14.9,2.2075